"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"JAETB8XA","journalArticle","2015","Watanabe, Jun; Kato, Kazuhide; Iwasaki, Jun-ya; Horiuchi, Toshiyuki","Readability dependence on lithography conditions for printing code marks using a squared optical fiber matrix and light-emitting diodes","Japanese Journal of Applied Physics","","","","","","2015","2019-06-04 16:25:07","2019-06-04 16:25:07","","06FP11","","6S1","54","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C247TLLA","journalArticle","2015","Alrwele, Noura Shabak","Efficacy of A training Program in Some Self-Managed Strategies on Developing English Language Reading Comprehension and Reader's Self-Perception of 11th Grade Female Students","Procedia-Social and Behavioral Sciences","","","","","","2015","2019-06-04 16:25:08","2019-06-04 16:25:08","","71–76","","","177","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SJACIQP5","book","2014","Chamblee, Nikki A","The impact of a summer library program on the readingattitude and reading comprehension skills of a diverse groupof beginning third graders","","","","","","","2014","2019-06-04 16:25:08","2019-06-04 16:25:08","","","","","","","","","","","","","St. John's University (New York), School of Education and Human Services","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"T67DJ2FD","journalArticle","2010","Mckenzie-Kerr, A; Turner, C; Peron, A; Wadsworth, P; Lansdown, C","Addressing the impact of road scheme complexity on the driver: Development of a software tool to analyse driver workload arising from its road features and other infrastructure","","","","","","","2010","2019-06-04 16:25:08","2019-06-04 16:25:08","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GI2RALP5","journalArticle","2016","Colazo, Jorge","A cognitive load view and empirical test of collaboration network structure versus learning rates in new software development","International Journal of Innovation Management","","","","","","2016","2019-06-04 16:25:08","2019-06-04 16:25:08","","1650014","","01","20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TPIBAYE3","book","2012","Brown, Lori Jill","Determinants of user adoption of policy and procedure software: An examination of relationships between task-specific computer self-efficacy, perceived relevance, perceived complexity and predictions of intent to use information technology","","","","","","","2012","2019-06-04 16:25:08","2019-06-04 16:25:08","","","","","","","","","","","","","Central Michigan University","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EAANZDXD","journalArticle","2016","Hassanein, Osama Hassanein Sayed","The Effect of a Suggested Program Based on Interactional Metadiscourse Markers on Developing EFL Majors’ Reading Comprehension and the Reader-friendliness of Their Writing","Journal of Language Teaching and Research","","","","","","2016","2019-06-04 16:25:08","2019-06-04 16:25:08","","273–283","","2","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UFSXFAUL","journalArticle","2014","Buratti, Giorgio","Procedural design and ordered complexity. Code, pattern and digital fabbrication","","","","","","","2014","2019-06-04 16:25:08","2019-06-04 16:25:08","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KJIZ9CXH","conferencePaper","2011","Ganpati, Anita; Sharma, Aman Kumar; Kalia, Arvind; Singh, Hardeep","Relationship between Line of Code and Complexity in Open Source Software","International Conference on Advanced Computer Theory and Engineering, 4th (ICACTE 2011)","","","","","","2011","2019-06-04 16:25:08","2019-06-04 16:25:08","","","","","","","","","","","","","ASME Press","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DHAMKG7G","journalArticle","2010","Wei21, Xu Minhong1 Zheng","ANALYSING OPEN SOFTWARE Linux AND FreeBSD KERNELS BASED ON COMPLEXITY","Computer Applications and Software","","","","","","2010","2019-06-04 16:25:08","2019-06-04 16:25:08","","50","","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7VKQKX2J","journalArticle","2013","Hansen, Michael; Lumsdaine, Andrew; Goldstone, Rob; Hill, Raquel; Yu, Chen","Quantifying Program Complexity and Comprehension","","","","","","","2013","2019-06-04 16:25:08","2019-06-04 16:25:08","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WRRC5FAB","thesis","2011","Tanarattanakorn, Benjawan","Correlation between code smell and understandability","","","","","","","2011","2019-06-04 16:25:09","2019-06-04 16:25:09","","","","","","","","","","","","","Asian Institute of Technology","","","","PhD Thesis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MG6VMD3W","journalArticle","","Devenport, Mitchell M","Effects of Variable Naming on Computer Program Reading and Comprehension","","","","","","","","2019-06-04 16:25:09","2019-06-04 16:25:09","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MY6UVZC2","journalArticle","2017","Schweitzer, Sascha","Cognitive-Based Design Principles in Experimental Economics: How to Devise More Effective Instructions, Software, and Comprehension Tests","","","","","","","2017","2019-06-04 16:25:09","2019-06-04 16:25:09","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A7UY78S6","conferencePaper","2011","Kaptan, Selvihan Nazlı; Göktürk, Mehmet","Improving Code Reading and Comprehension on Large Displays","International Conference of Design, User Experience, and Usability","","","","","","2011","2019-06-04 16:25:09","2019-06-04 16:25:09","","128–134","","","","","","","","","","","Springer","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8VIRF3GB","journalArticle","2017","Galster, Matthias; Weyns, Danny; Goedicke, Michael; Zdun, Uwe; Cunha, Jácome; Chavarriaga, Jaime","Variability and Complexity in Software Design–Towards Quality through Modeling and Testing","ACM SIGSOFT Software Engineering Notes","","","","","","2017","2019-06-04 16:25:09","2019-06-04 16:25:09","","1–3","","4","42","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"S33VZQ8U","journalArticle","2010","Mishra, Samaresh; Hazra, Kabita; Pattnaik, Prasant Kumar","A study on size and complexity metrics for software development environment","Siddhant-A Journal of Decision Making","","","","","","2010","2019-06-04 16:25:09","2019-06-04 16:25:09","","141–148","","1","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YWQN4TNW","conferencePaper","2012","Baumgartner, Ilse; Shankararaman, Venky","Framing core and advanced competencies for undergraduate information systems program courses: Does the nature, level, complexity and audience of a course matter?","Proceedings of IEEE International Conference on Teaching, Assessment, and Learning for Engineering (TALE) 2012","","","","","","2012","2019-06-04 16:25:09","2019-06-04 16:25:09","","H2A–12","","","","","","","","","","","IEEE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KWDZEDXJ","journalArticle","2011","Zermann, DH","The patient after radical prostatectomy: complexity and efficiency of a urological rehabilitation program","Der Urologe. Ausg. A","","","","","","2011","2019-06-04 16:25:09","2019-06-04 16:25:09","","425–432","","4","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2AY6XR8F","journalArticle","2010","Frost, Raymond D; Pels, Sarah","Nearly Wordless Techniques for Software Instruction: Increasing Comprehension and Higher Level Learning","Issues in Information Systems","","","","","","2010","2019-06-04 16:25:09","2019-06-04 16:25:09","","191–198","","","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3DA5SX24","conferencePaper","2016","Vahidov, Rustam; Saade, Raafat; Yu, Bo","Effects of negotiation tactics and task complexity in software agent: human negotiations","Proceedings of the 18th Annual International Conference on Electronic Commerce: e-Commerce in Smart connected World","","","","","","2016","2019-06-04 16:25:10","2019-06-04 16:25:10","","17","","","","","","","","","","","ACM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QE9U6K22","journalArticle","2018","Mehrabi, Marzieh; Homapour, Sepideh","The effect of the substrate type in virtual concurrent classes on the oral comprehension of the Iranian language learners: the case of Adobe Connect Platform and Skype Software","Language Related Research","","","","","","2018","2019-06-04 16:25:10","2019-06-04 16:25:10","","251–276","","2","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4E5WI6WN","report","2016","Sohr, Karsten; Mustafa, Tanveer; Gulmann, Markus; Gerken, Patrick","Towards Security Program Comprehension with Design by Contract and Slicing","","","","","","","2016","2019-06-04 16:25:10","2019-06-04 16:25:10","","","","","","","","","","","","","Citeseer","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
